ts_mono_s,tb_new_bytes,tb_retx_bytes,num_new_tb,num_retx_tb
785783.887347,59666396,3422157,56764,3102
785783.887358,59666396,3422157,56764,3102
785783.887379,59666396,3422157,56764,3102
785783.887391,59666396,3422157,56764,3102
785783.887403,59666396,3422157,56764,3102
785783.887415,59666396,3422157,56764,3102
785783.887436,59666396,3422157,56764,3102
785783.887449,59666396,3422157,56764,3102
785783.887460,59666396,3422157,56764,3102
785783.887473,59666396,3422157,56764,3102
785783.887493,59666396,3422157,56764,3102
785783.887506,59666396,3422157,56764,3102
785783.887517,59666396,3422157,56764,3102
785783.887529,59666396,3422157,56764,3102
785783.887550,59666396,3422157,56764,3102
785783.887563,59666396,3422157,56764,3102
785783.887575,59666396,3422157,56764,3102
785783.887587,59666396,3422157,56764,3102
785783.887607,59666396,3422157,56764,3102
785783.887619,59666396,3422157,56764,3102
785783.887631,59666396,3422157,56764,3102
785783.887642,59666396,3422157,56764,3102
785783.887663,59666396,3422157,56764,3102
785783.887675,59666396,3422157,56764,3102
785783.887686,59666396,3422157,56764,3102
785783.887697,59666396,3422157,56764,3102
785783.887719,59666396,3422157,56764,3102
785783.887731,59666396,3422157,56764,3102
785783.887743,59666396,3422157,56764,3102
785783.887754,59666396,3422157,56764,3102
785783.887775,59666396,3422157,56764,3102
785783.887788,59666396,3422157,56764,3102
785783.887799,59666396,3422157,56764,3102
785783.887811,59666396,3422157,56764,3102
785783.887832,59666396,3422157,56764,3102
785783.887844,59666396,3422157,56764,3102
785783.887856,59666396,3422157,56764,3102
785783.887868,59666396,3422157,56764,3102
785783.887888,59666396,3422157,56764,3102
785783.887901,59666396,3422157,56764,3102
785783.887913,59666396,3422157,56764,3102
785783.887925,59666396,3422157,56764,3102
785783.887945,59666396,3422157,56764,3102
785783.887958,59666396,3422157,56764,3102
785783.887970,59666396,3422157,56764,3102
785783.887982,59666396,3422157,56764,3102
785783.888004,59666396,3422157,56764,3102
785783.888016,59666396,3422157,56764,3102
785783.888030,59666396,3422157,56764,3102
785783.888046,59666396,3422157,56764,3102
785783.888070,59666396,3422157,56764,3102
785783.888085,59666396,3422157,56764,3102
785783.888099,59666396,3422157,56764,3102
785783.888114,59666396,3422157,56764,3102
785783.888139,59666396,3422157,56764,3102
785783.888154,59666396,3422157,56764,3102
785783.888165,59666396,3422157,56764,3102
785783.888177,59666396,3422157,56764,3102
785783.888197,59666396,3422157,56764,3102
785783.888210,59666396,3422157,56764,3102
785783.888222,59666396,3422157,56764,3102
785783.888233,59666396,3422157,56764,3102
785783.888255,59666396,3422157,56764,3102
785783.888267,59666396,3422157,56764,3102
785783.888279,59666396,3422157,56764,3102
785783.888291,59666396,3422157,56764,3102
785783.888312,59666396,3422157,56764,3102
785783.888324,59666396,3422157,56764,3102
785783.888336,59666396,3422157,56764,3102
785783.888348,59666396,3422157,56764,3102
785783.888368,59666396,3422157,56764,3102
785783.888381,59666396,3422157,56764,3102
785783.888392,59666396,3422157,56764,3102
785783.888404,59666396,3422157,56764,3102
785783.888426,59666396,3422157,56764,3102
785783.888438,59666396,3422157,56764,3102
785783.888450,59666396,3422157,56764,3102
785783.888462,59666396,3422157,56764,3102
785783.888482,59666396,3422157,56764,3102
785783.888495,59666396,3422157,56764,3102
785783.888507,59666396,3422157,56764,3102
785783.888518,59666396,3422157,56764,3102
785783.888540,59666396,3422157,56764,3102
785783.888553,59666396,3422157,56764,3102
785783.888564,59666396,3422157,56764,3102
785783.888576,59666396,3422157,56764,3102
785783.888597,59666396,3422157,56764,3102
785783.888609,59666396,3422157,56764,3102
785783.888621,59666396,3422157,56764,3102
785783.888633,59666396,3422157,56764,3102
785783.888656,59666396,3422157,56764,3102
785783.888669,59666396,3422157,56764,3102
785783.888681,59666396,3422157,56764,3102
785783.888693,59666396,3422157,56764,3102
785783.888714,59666396,3422157,56764,3102
785783.888727,59666396,3422157,56764,3102
785783.888740,59666396,3422157,56764,3102
785783.888753,59666396,3422157,56764,3102
785783.888775,59666396,3422157,56764,3102
785783.888788,59666396,3422157,56764,3102
785783.888802,59666396,3422157,56764,3102
785783.888814,59666396,3422157,56764,3102
785783.888836,59666396,3422157,56764,3102
785783.888850,59666396,3422157,56764,3102
785783.888861,59666396,3422157,56764,3102
785783.888873,59666396,3422157,56764,3102
785783.888893,59666396,3422157,56764,3102
785783.888906,59666396,3422157,56764,3102
785783.888918,59666396,3422157,56764,3102
785783.888930,59666396,3422157,56764,3102
785783.888951,59666396,3422157,56764,3102
785783.888964,59666396,3422157,56764,3102
785783.888975,59666396,3422157,56764,3102
785783.888987,59666396,3422157,56764,3102
785783.889009,59666396,3422157,56764,3102
785783.889024,59666396,3422157,56764,3102
785783.889039,59666396,3422157,56764,3102
785783.889053,59666396,3422157,56764,3102
785783.889077,59666396,3422157,56764,3102
785783.889092,59666396,3422157,56764,3102
785783.889107,59666396,3422157,56764,3102
785783.889121,59666396,3422157,56764,3102
785783.889146,59666396,3422157,56764,3102
785783.889159,59666396,3422157,56764,3102
785783.889170,59666396,3422157,56764,3102
785783.889182,59666396,3422157,56764,3102
785783.889203,59666396,3422157,56764,3102
785783.889215,59666396,3422157,56764,3102
785783.889227,59666396,3422157,56764,3102
785783.889238,59666396,3422157,56764,3102
785783.889260,59666396,3422157,56764,3102
785783.889272,59666396,3422157,56764,3102
785783.889283,59666396,3422157,56764,3102
785783.889295,59666396,3422157,56764,3102
785783.889315,59666396,3422157,56764,3102
785783.889328,59666396,3422157,56764,3102
785783.889339,59666396,3422157,56764,3102
785783.889351,59666396,3422157,56764,3102
785783.889372,59666396,3422157,56764,3102
785783.889385,59666396,3422157,56764,3102
785783.889396,59666396,3422157,56764,3102
785783.889409,59666396,3422157,56764,3102
785783.889430,59666396,3422157,56764,3102
785783.889443,59666396,3422157,56764,3102
785783.889455,59666396,3422157,56764,3102
785783.889466,59666396,3422157,56764,3102
785783.889487,59666396,3422157,56764,3102
785783.889500,59666396,3422157,56764,3102
785783.889511,59666396,3422157,56764,3102
785783.889524,59666396,3422157,56764,3102
785783.889545,59666396,3422157,56764,3102
785783.889557,59666396,3422157,56764,3102
785783.889570,59666396,3422157,56764,3102
785783.889581,59666396,3422157,56764,3102
785783.889602,59666396,3422157,56764,3102
785783.889615,59666396,3422157,56764,3102
785783.889626,59666396,3422157,56764,3102
785783.889638,59666396,3422157,56764,3102
785783.889660,59666396,3422157,56764,3102
785783.889672,59666396,3422157,56764,3102
785783.889684,59666396,3422157,56764,3102
785783.889696,59666396,3422157,56764,3102
785783.889716,59666396,3422157,56764,3102
785783.889729,59666396,3422157,56764,3102
785783.889740,59666396,3422157,56764,3102
785783.889752,59666396,3422157,56764,3102
785783.889773,59666396,3422157,56764,3102
785783.889787,59666396,3422157,56764,3102
785783.889798,59666396,3422157,56764,3102
785783.889810,59666396,3422157,56764,3102
785783.889831,59666396,3422157,56764,3102
785783.889843,59666396,3422157,56764,3102
785783.889855,59666396,3422157,56764,3102
785783.889867,59666396,3422157,56764,3102
785783.889888,59666396,3422157,56764,3102
785783.889900,59666396,3422157,56764,3102
785783.889912,59666396,3422157,56764,3102
785783.889924,59666396,3422157,56764,3102
785783.889945,59666396,3422157,56764,3102
785783.889958,59666396,3422157,56764,3102
785783.889969,59666396,3422157,56764,3102
785783.889981,59666396,3422157,56764,3102
785783.890003,59666396,3422157,56764,3102
785783.890015,59666396,3422157,56764,3102
785783.890027,59666396,3422157,56764,3102
785783.890038,59666396,3422157,56764,3102
785783.890060,59666396,3422157,56764,3102
785783.890073,59666396,3422157,56764,3102
785783.890084,59666396,3422157,56764,3102
785783.890096,59666396,3422157,56764,3102
785783.890117,59666396,3422157,56764,3102
785783.890129,59666396,3422157,56764,3102
785783.890142,59666396,3422157,56764,3102
785783.890154,59666396,3422157,56764,3102
785783.890174,59666396,3422157,56764,3102
785783.890188,59666396,3422157,56764,3102
785783.890200,59666396,3422157,56764,3102
785783.890211,59666396,3422157,56764,3102
785783.890232,59666396,3422157,56764,3102
785783.890245,59666396,3422157,56764,3102
785783.890256,59666396,3422157,56764,3102
785783.890268,59666396,3422157,56764,3102
785783.890290,59666396,3422157,56764,3102
785783.890303,59666396,3422157,56764,3102
785783.890315,59666396,3422157,56764,3102
785783.890327,59666396,3422157,56764,3102
785783.890348,59666396,3422157,56764,3102
785783.890360,59666396,3422157,56764,3102
785783.890372,59666396,3422157,56764,3102
785783.890384,59666396,3422157,56764,3102
785783.890404,59666396,3422157,56764,3102
785783.890417,59666396,3422157,56764,3102
785783.890428,59666396,3422157,56764,3102
785783.890440,59666396,3422157,56764,3102
785783.890462,59666396,3422157,56764,3102
785783.890475,59666396,3422157,56764,3102
785783.890486,59666396,3422157,56764,3102
785783.890498,59666396,3422157,56764,3102
785783.890519,59666396,3422157,56764,3102
785783.890532,59666396,3422157,56764,3102
785783.890543,59666396,3422157,56764,3102
785783.890555,59666396,3422157,56764,3102
785783.890575,59666396,3422157,56764,3102
785783.890588,59666396,3422157,56764,3102
785783.890600,59666396,3422157,56764,3102
785783.890612,59666396,3422157,56764,3102
785783.890633,59666396,3422157,56764,3102
785783.890646,59666396,3422157,56764,3102
785783.890657,59666396,3422157,56764,3102
785783.890669,59666396,3422157,56764,3102
785783.890689,59666396,3422157,56764,3102
785783.890702,59666396,3422157,56764,3102
785783.890713,59666396,3422157,56764,3102
785783.890725,59666396,3422157,56764,3102
785783.890746,59666396,3422157,56764,3102
785783.890759,59666396,3422157,56764,3102
785783.890770,59666396,3422157,56764,3102
785783.890782,59666396,3422157,56764,3102
785783.890803,59666396,3422157,56764,3102
785783.890815,59666396,3422157,56764,3102
785783.890845,59666396,3422157,56764,3102
785783.890857,59666396,3422157,56764,3102
785783.890879,59666396,3422157,56764,3102
785783.890893,59666396,3422157,56764,3102
785783.890904,59666396,3422157,56764,3102
785783.890916,59666396,3422157,56764,3102
785783.890937,59666396,3422157,56764,3102
785783.890949,59666396,3422157,56764,3102
785783.890961,59666396,3422157,56764,3102
785783.890972,59666396,3422157,56764,3102
785783.890993,59666396,3422157,56764,3102
785783.891011,59666396,3422157,56764,3102
785783.891023,59666396,3422157,56764,3102
785783.891036,59666396,3422157,56764,3102
785783.891057,59666396,3422157,56764,3102
785783.891069,59666396,3422157,56764,3102
785783.891081,59666396,3422157,56764,3102
785783.891093,59666396,3422157,56764,3102
785783.891113,59666396,3422157,56764,3102
785783.891125,59666396,3422157,56764,3102
785783.891137,59666396,3422157,56764,3102
785783.891149,59666396,3422157,56764,3102
785783.891170,59666396,3422157,56764,3102
785783.891183,59666396,3422157,56764,3102
785783.891194,59666396,3422157,56764,3102
785783.891206,59666396,3422157,56764,3102
785783.891226,59666396,3422157,56764,3102
785783.891239,59666396,3422157,56764,3102
785783.891250,59666396,3422157,56764,3102
785783.891263,59666396,3422157,56764,3102
785783.891285,59666396,3422157,56764,3102
785783.891297,59666396,3422157,56764,3102
785783.891309,59666396,3422157,56764,3102
785783.891321,59666396,3422157,56764,3102
785783.891341,59666396,3422157,56764,3102
785783.891354,59666396,3422157,56764,3102
785783.891366,59666396,3422157,56764,3102
785783.891377,59666396,3422157,56764,3102
785783.891397,59666396,3422157,56764,3102
785783.891410,59666396,3422157,56764,3102
785783.891421,59666396,3422157,56764,3102
785783.891434,59666396,3422157,56764,3102
785783.891455,59666396,3422157,56764,3102
785783.891467,59666396,3422157,56764,3102
785783.891479,59666396,3422157,56764,3102
785783.891490,59666396,3422157,56764,3102
785783.891511,59666396,3422157,56764,3102
785783.891523,59666396,3422157,56764,3102
785783.891535,59666396,3422157,56764,3102
785783.891546,59666396,3422157,56764,3102
785783.891568,59666396,3422157,56764,3102
785783.891581,59666396,3422157,56764,3102
785783.891592,59666396,3422157,56764,3102
785783.891604,59666396,3422157,56764,3102
785783.891626,59666396,3422157,56764,3102
785783.891639,59666396,3422157,56764,3102
785783.891650,59666396,3422157,56764,3102
785783.891662,59666396,3422157,56764,3102
785783.891683,59666396,3422157,56764,3102
785783.891695,59666396,3422157,56764,3102
785783.891707,59666396,3422157,56764,3102
785783.891719,59666396,3422157,56764,3102
785783.891739,59666396,3422157,56764,3102
785783.891752,59666396,3422157,56764,3102
785783.891766,59666396,3422157,56764,3102
785783.891778,59666396,3422157,56764,3102
785783.891798,59666396,3422157,56764,3102
785783.891811,59666396,3422157,56764,3102
785783.891823,59666396,3422157,56764,3102
785783.891834,59666396,3422157,56764,3102
785783.891856,59666396,3422157,56764,3102
785783.891869,59666396,3422157,56764,3102
785783.891880,59666396,3422157,56764,3102
785783.891892,59666396,3422157,56764,3102
785783.891912,59666396,3422157,56764,3102
785783.891924,59666396,3422157,56764,3102
785783.891936,59666396,3422157,56764,3102
785783.891947,59666396,3422157,56764,3102
785783.891969,59666396,3422157,56764,3102
785783.891982,59666396,3422157,56764,3102
785783.891994,59666396,3422157,56764,3102
785783.892007,59666396,3422157,56764,3102
785783.892028,59666396,3422157,56764,3102
785783.892040,59666396,3422157,56764,3102
785783.892051,59666396,3422157,56764,3102
785783.892063,59666396,3422157,56764,3102
785783.892083,59666396,3422157,56764,3102
785783.892097,59666396,3422157,56764,3102
785783.892108,59666396,3422157,56764,3102
785783.892120,59666396,3422157,56764,3102
785783.892140,59666396,3422157,56764,3102
785783.892153,59666396,3422157,56764,3102
785783.892164,59666396,3422157,56764,3102
785783.892176,59666396,3422157,56764,3102
785783.892197,59666396,3422157,56764,3102
785783.892209,59666396,3422157,56764,3102
785783.892221,59666396,3422157,56764,3102
785783.892232,59666396,3422157,56764,3102
785783.892254,59666396,3422157,56764,3102
785783.892266,59666396,3422157,56764,3102
785783.892278,59666396,3422157,56764,3102
785783.892290,59666396,3422157,56764,3102
785783.892311,59666396,3422157,56764,3102
785783.892323,59666396,3422157,56764,3102
785783.892335,59666396,3422157,56764,3102
785783.892347,59666396,3422157,56764,3102
785783.892369,59666396,3422157,56764,3102
785783.892382,59666396,3422157,56764,3102
785783.892393,59666396,3422157,56764,3102
785783.892405,59666940,3422157,56765,3102
785783.892427,59666940,3422157,56765,3102
785783.892439,59666940,3422157,56765,3102
785783.892451,59666940,3422157,56765,3102
785783.892462,59666940,3422157,56765,3102
785783.892483,59666940,3422157,56765,3102
785783.892496,59666940,3422157,56765,3102
785783.892509,59666940,3422157,56765,3102
785783.892521,59666940,3422157,56765,3102
785783.892542,59666940,3422157,56765,3102
785783.892555,59666940,3422157,56765,3102
785783.892566,59666940,3422157,56765,3102
785783.892578,59666940,3422157,56765,3102
785783.892599,59666940,3422157,56765,3102
785783.892612,59666940,3422157,56765,3102
785783.892623,59666940,3422157,56765,3102
785783.892636,59666940,3422157,56765,3102
785783.892658,59666940,3422157,56765,3102
785783.892672,59666940,3422157,56765,3102
785783.892684,59666940,3422157,56765,3102
785783.892696,59666940,3422157,56765,3102
785783.892718,59666940,3422157,56765,3102
785783.892732,59666940,3422157,56765,3102
785783.892744,59666940,3422157,56765,3102
785783.892756,59666940,3422157,56765,3102
785783.892779,59666940,3422157,56765,3102
785783.892791,59666940,3422157,56765,3102
785783.892803,59666940,3422157,56765,3102
785783.892815,59666940,3422157,56765,3102
785783.892836,59666940,3422157,56765,3102
785783.892849,59666940,3422157,56765,3102
785783.892861,59666940,3422157,56765,3102
785783.892874,59666940,3422157,56765,3102
785783.892894,59666940,3422157,56765,3102
785783.892906,59666940,3422157,56765,3102
785783.892920,59666940,3422157,56765,3102
785783.892931,59666940,3422157,56765,3102
785783.892952,59666940,3422157,56765,3102
785783.892964,59666940,3422157,56765,3102
785783.892976,59666940,3422157,56765,3102
785783.892988,59666940,3422157,56765,3102
785783.893010,59666940,3422157,56765,3102
785783.893024,59666940,3422157,56765,3102
785783.893038,59666940,3422157,56765,3102
785783.893052,59666940,3422157,56765,3102
785783.893077,59666940,3422157,56765,3102
785783.893092,59666940,3422157,56765,3102
785783.893107,59666940,3422157,56765,3102
785783.893121,59666940,3422157,56765,3102
785783.893146,59666940,3422157,56765,3102
785783.893159,59666940,3422157,56765,3102
785783.893170,59666940,3422157,56765,3102
785783.893182,59666940,3422157,56765,3102
785783.893203,59666940,3422157,56765,3102
785783.893216,59666940,3422157,56765,3102
785783.893227,59666940,3422157,56765,3102
785783.893239,59666940,3422157,56765,3102
785783.893260,59666940,3422157,56765,3102
785783.893273,59666940,3422157,56765,3102
785783.893284,59666940,3422157,56765,3102
785783.893296,59666940,3422157,56765,3102
785783.893316,59666940,3422157,56765,3102
785783.893329,59666940,3422157,56765,3102
785783.893340,59666940,3422157,56765,3102
785783.893353,59666940,3422157,56765,3102
785783.893374,59666940,3422157,56765,3102
785783.893386,59666940,3422157,56765,3102
785783.893398,59666940,3422157,56765,3102
785783.893410,59666940,3422157,56765,3102
785783.893430,59666940,3422157,56765,3102
785783.893443,59666940,3422157,56765,3102
785783.893454,59666940,3422157,56765,3102
785783.893466,59666940,3422157,56765,3102
785783.893489,59666940,3422157,56765,3102
785783.893501,59666940,3422157,56765,3102
785783.893513,59666940,3422157,56765,3102
785783.893524,59666940,3422157,56765,3102
785783.893545,59666940,3422157,56765,3102
785783.893558,59666940,3422157,56765,3102
785783.893569,59666940,3422157,56765,3102
785783.893581,59666940,3422157,56765,3102
785783.893603,59666940,3422157,56765,3102
785783.893615,59666940,3422157,56765,3102
785783.893627,59666940,3422157,56765,3102
785783.893638,59666940,3422157,56765,3102
785783.893659,59666940,3422157,56765,3102
785783.893671,59666940,3422157,56765,3102
785783.893683,59666940,3422157,56765,3102
785783.893695,59666940,3422157,56765,3102
785783.893715,59666940,3422157,56765,3102
785783.893728,59666940,3422157,56765,3102
785783.893739,59666940,3422157,56765,3102
785783.893751,59666940,3422157,56765,3102
785783.893773,59666940,3422157,56765,3102
785783.893785,59666940,3422157,56765,3102
785783.893797,59666940,3422157,56765,3102
785783.893809,59666940,3422157,56765,3102
785783.893829,59666940,3422157,56765,3102
785783.893843,59666940,3422157,56765,3102
785783.893854,59666940,3422157,56765,3102
785783.893866,59667484,3422157,56766,3102
785783.893888,59667484,3422157,56766,3102
785783.893901,59667484,3422157,56766,3102
785783.893912,59667484,3422157,56766,3102
785783.893924,59667484,3422157,56766,3102
785783.893945,59667484,3422157,56766,3102
785783.893957,59667484,3422157,56766,3102
785783.893969,59667484,3422157,56766,3102
785783.893982,59667484,3422157,56766,3102
785783.894015,59667484,3422157,56766,3102
785783.894038,59667484,3422157,56766,3102
785783.894052,59667484,3422157,56766,3102
785783.894067,59667484,3422157,56766,3102
785783.894092,59667484,3422157,56766,3102
785783.894108,59667484,3422157,56766,3102
785783.894123,59667484,3422157,56766,3102
785783.894137,59667484,3422157,56766,3102
785783.894167,59667484,3422157,56766,3102
785783.894181,59667484,3422157,56766,3102
785783.894195,59667484,3422157,56766,3102
785783.894209,59667484,3422157,56766,3102
785783.894235,59667484,3422157,56766,3102
785783.894249,59667484,3422157,56766,3102
785783.894260,59667484,3422157,56766,3102
785783.894273,59667484,3422157,56766,3102
785783.894293,59667484,3422157,56766,3102
785783.894306,59667484,3422157,56766,3102
785783.894318,59667484,3422157,56766,3102
785783.894329,59667484,3422157,56766,3102
785783.894351,59667484,3422157,56766,3102
785783.894364,59667484,3422157,56766,3102
785783.894375,59667484,3422157,56766,3102
785783.894387,59667484,3422157,56766,3102
785783.894408,59667484,3422157,56766,3102
785783.894420,59667484,3422157,56766,3102
785783.894432,59667484,3422157,56766,3102
785783.894444,59667484,3422157,56766,3102
785783.894464,59667484,3422157,56766,3102
785783.894478,59667484,3422157,56766,3102
785783.894489,59667484,3422157,56766,3102
785783.894501,59667484,3422157,56766,3102
785783.894521,59667484,3422157,56766,3102
785783.894534,59667484,3422157,56766,3102
785783.894546,59667484,3422157,56766,3102
785783.894558,59667484,3422157,56766,3102
785783.894578,59667484,3422157,56766,3102
785783.894591,59667484,3422157,56766,3102
785783.894602,59667484,3422157,56766,3102
785783.894614,59667484,3422157,56766,3102
785783.894637,59667484,3422157,56766,3102
785783.894649,59667484,3422157,56766,3102
785783.894661,59667484,3422157,56766,3102
785783.894673,59667484,3422157,56766,3102
785783.894693,59667484,3422157,56766,3102
785783.894706,59667484,3422157,56766,3102
785783.894718,59667484,3422157,56766,3102
785783.894730,59667484,3422157,56766,3102
785783.894751,59667484,3422157,56766,3102
785783.894764,59667484,3422157,56766,3102
785783.894776,59667484,3422157,56766,3102
785783.894788,59667484,3422157,56766,3102
785783.894808,59667484,3422157,56766,3102
785783.894821,59667484,3422157,56766,3102
785783.894832,59667484,3422157,56766,3102
785783.894844,59667484,3422157,56766,3102
785783.894864,59667484,3422157,56766,3102
785783.894877,59667484,3422157,56766,3102
785783.894889,59667484,3422157,56766,3102
785783.894901,59667484,3422157,56766,3102
785783.894921,59667484,3422157,56766,3102
785783.894934,59667484,3422157,56766,3102
785783.894945,59667484,3422157,56766,3102
785783.894957,59667484,3422157,56766,3102
785783.894977,59667484,3422157,56766,3102
785783.894990,59667484,3422157,56766,3102
785783.895004,59667484,3422157,56766,3102
785783.895016,59667484,3422157,56766,3102
785783.895054,59667484,3422157,56766,3102
785783.895070,59667484,3422157,56766,3102
785783.895085,59667484,3422157,56766,3102
785783.895099,59667484,3422157,56766,3102
785783.895125,59667484,3422157,56766,3102
785783.895142,59667484,3422157,56766,3102
785783.895156,59667484,3422157,56766,3102
785783.895168,59667484,3422157,56766,3102
785783.895189,59667484,3422157,56766,3102
785783.895202,59667484,3422157,56766,3102
785783.895214,59667484,3422157,56766,3102
785783.895225,59667484,3422157,56766,3102
785783.895246,59667484,3422157,56766,3102
785783.895258,59667484,3422157,56766,3102
785783.895270,59667484,3422157,56766,3102
785783.895281,59667484,3422157,56766,3102
785783.895302,59667484,3422157,56766,3102
785783.895314,59667484,3422157,56766,3102
785783.895326,59667484,3422157,56766,3102
785783.895339,59667484,3422157,56766,3102
785783.895359,59667484,3422157,56766,3102
785783.895372,59667484,3422157,56766,3102
785783.895383,59667484,3422157,56766,3102
785783.895397,59667484,3422157,56766,3102
785783.895418,59667484,3422157,56766,3102
785783.895430,59667484,3422157,56766,3102
785783.895442,59667484,3422157,56766,3102
785783.895453,59667484,3422157,56766,3102
785783.895475,59667484,3422157,56766,3102
785783.895488,59667484,3422157,56766,3102
785783.895500,59667484,3422157,56766,3102
785783.895511,59667484,3422157,56766,3102
785783.895532,59667484,3422157,56766,3102
785783.895545,59667484,3422157,56766,3102
785783.895557,59667484,3422157,56766,3102
785783.895569,59667484,3422157,56766,3102
785783.895590,59667484,3422157,56766,3102
785783.895603,59667484,3422157,56766,3102
785783.895615,59667484,3422157,56766,3102
785783.895627,59667484,3422157,56766,3102
785783.895647,59667484,3422157,56766,3102
785783.895660,59667484,3422157,56766,3102
785783.895671,59667484,3422157,56766,3102
785783.895683,59667484,3422157,56766,3102
785783.895703,59667484,3422157,56766,3102
785783.895715,59667484,3422157,56766,3102
785783.895727,59667484,3422157,56766,3102
785783.895739,59667484,3422157,56766,3102
785783.895760,59667484,3422157,56766,3102
785783.895774,59667484,3422157,56766,3102
785783.895785,59667484,3422157,56766,3102
785783.895797,59667484,3422157,56766,3102
785783.895818,59667484,3422157,56766,3102
785783.895830,59667484,3422157,56766,3102
785783.895842,59667484,3422157,56766,3102
785783.895853,59667484,3422157,56766,3102
785783.895875,59667484,3422157,56766,3102
785783.895887,59667484,3422157,56766,3102
785783.895899,59667484,3422157,56766,3102
785783.895910,59667484,3422157,56766,3102
785783.895930,59667484,3422157,56766,3102
785783.895943,59667484,3422157,56766,3102
785783.895954,59667484,3422157,56766,3102
785783.895966,59667484,3422157,56766,3102
785783.895987,59667484,3422157,56766,3102
785783.896000,59667484,3422157,56766,3102
785783.896013,59667484,3422157,56766,3102
785783.896026,59667484,3422157,56766,3102
785783.896051,59667484,3422157,56766,3102
785783.896066,59667484,3422157,56766,3102
785783.896080,59667484,3422157,56766,3102
785783.896093,59667484,3422157,56766,3102
785783.896118,59667484,3422157,56766,3102
785783.896133,59667484,3422157,56766,3102
785783.896151,59667484,3422157,56766,3102
785783.896163,59667484,3422157,56766,3102
785783.896185,59667484,3422157,56766,3102
785783.896197,59667484,3422157,56766,3102
785783.896209,59667484,3422157,56766,3102
785783.896220,59667484,3422157,56766,3102
785783.896241,59667484,3422157,56766,3102
785783.896254,59667484,3422157,56766,3102
785783.896265,59667484,3422157,56766,3102
785783.896277,59667484,3422157,56766,3102
785783.896299,59667484,3422157,56766,3102
785783.896312,59667484,3422157,56766,3102
785783.896323,59667484,3422157,56766,3102
785783.896335,59667484,3422157,56766,3102
785783.896356,59667484,3422157,56766,3102
785783.896368,59667484,3422157,56766,3102
785783.896380,59667484,3422157,56766,3102
785783.896391,59667484,3422157,56766,3102
785783.896412,59667484,3422157,56766,3102
785783.896426,59667484,3422157,56766,3102
785783.896437,59667484,3422157,56766,3102
785783.896449,59667484,3422157,56766,3102
785783.896470,59667484,3422157,56766,3102
785783.896482,59667484,3422157,56766,3102
785783.896494,59667484,3422157,56766,3102
785783.896505,59667484,3422157,56766,3102
785783.896527,59667484,3422157,56766,3102
785783.896539,59667484,3422157,56766,3102
785783.896551,59667484,3422157,56766,3102
785783.896563,59667484,3422157,56766,3102
785783.896585,59667484,3422157,56766,3102
785783.896597,59667484,3422157,56766,3102
785783.896609,59667484,3422157,56766,3102
785783.896621,59667484,3422157,56766,3102
785783.896641,59667484,3422157,56766,3102
785783.896654,59667484,3422157,56766,3102
785783.896665,59667484,3422157,56766,3102
785783.896677,59667484,3422157,56766,3102
785783.896698,59667484,3422157,56766,3102
785783.896711,59667484,3422157,56766,3102
785783.896722,59667484,3422157,56766,3102
785783.896734,59667484,3422157,56766,3102
785783.896755,59667484,3422157,56766,3102
785783.896767,59667484,3422157,56766,3102
785783.896778,59667484,3422157,56766,3102
785783.896790,59667484,3422157,56766,3102
785783.896812,59667484,3422157,56766,3102
785783.896824,59667484,3422157,56766,3102
785783.896837,59667484,3422157,56766,3102
785783.896848,59667484,3422157,56766,3102
785783.896869,59667484,3422157,56766,3102
785783.896882,59667484,3422157,56766,3102
785783.896894,59667484,3422157,56766,3102
785783.896906,59667484,3422157,56766,3102
785783.896926,59667484,3422157,56766,3102
785783.896939,59667484,3422157,56766,3102
785783.896950,59667484,3422157,56766,3102
785783.896962,59667484,3422157,56766,3102
785783.896984,59667484,3422157,56766,3102
785783.896997,59667484,3422157,56766,3102
785783.897010,59667484,3422157,56766,3102
785783.897024,59667484,3422157,56766,3102
785783.897048,59667484,3422157,56766,3102
785783.897063,59667484,3422157,56766,3102
785783.897078,59667484,3422157,56766,3102
785783.897091,59667484,3422157,56766,3102
785783.897117,59667484,3422157,56766,3102
785783.897132,59667484,3422157,56766,3102
785783.897147,59667484,3422157,56766,3102
785783.897159,59667484,3422157,56766,3102
785783.897180,59667484,3422157,56766,3102
785783.897193,59667484,3422157,56766,3102
785783.897206,59667484,3422157,56766,3102
785783.897218,59667484,3422157,56766,3102
785783.897239,59667484,3422157,56766,3102
785783.897252,59667484,3422157,56766,3102
785783.897264,59667484,3422157,56766,3102
785783.897279,59667484,3422157,56766,3102
785783.897300,59667484,3422157,56766,3102
785783.897313,59667484,3422157,56766,3102
785783.897326,59667484,3422157,56766,3102
785783.897338,59667484,3422157,56766,3102
785783.897359,59667484,3422157,56766,3102
785783.897373,59667484,3422157,56766,3102
785783.897384,59667484,3422157,56766,3102
785783.897396,59667484,3422157,56766,3102
785783.897418,59667484,3422157,56766,3102
785783.897430,59667484,3422157,56766,3102
785783.897441,59667484,3422157,56766,3102
785783.897453,59667484,3422157,56766,3102
785783.897474,59667484,3422157,56766,3102
785783.897487,59667484,3422157,56766,3102
785783.897498,59667484,3422157,56766,3102
785783.897510,59667484,3422157,56766,3102
785783.897531,59667484,3422157,56766,3102
785783.897544,59667484,3422157,56766,3102
785783.897556,59667484,3422157,56766,3102
