seq,size,send_ts_ns,recv_ts_ns,rtt_ms
207,1000,1785765061946847664,1785765062339117424,392.267855
209,1000,1785765062146888198,1785765062549714787,402.824647
211,1000,1785765062346846886,1785765062741792771,394.943957
213,1000,1785765062546903432,1785765062961871687,414.966202
215,1000,1785765062746863612,1785765063178977793,432.112258
217,1000,1785765062946906750,1785765063388915348,442.006047
219,1000,1785765063146887769,1785765063629717097,482.827414
221,1000,1785765063346873011,1785765063819717222,472.842245
223,1000,1785765063546873118,1785765064026810827,479.935309
225,1000,1785765063746882182,1785765064203910137,457.025731
226,1000,1785765063846864243,1785765064368978193,522.111736
227,1000,1785765063946850681,1785765064416849699,469.996903
228,1000,1785765064046875502,1785765064464492981,417.615171
229,1000,1785765064146890507,1785765064598805411,451.912865
230,1000,1785765064246851737,1785765064603521995,356.668320
231,1000,1785765064346873419,1785765064797122242,450.246877
232,1000,1785765064446841585,1785765064801500472,354.656974
234,1000,1785765064646821186,1785765064999205726,352.382548
236,1000,1785765064846827339,1785765065194336658,347.507426
238,1000,1785765065046830895,1785765065418895502,372.057822
240,1000,1785765065246861805,1785765065609480871,362.617199
242,1000,1785765065446840362,1785765065829038978,382.196675
244,1000,1785765065646847177,1785765066029665328,382.816261
246,1000,1785765065846852381,1785765066226712533,379.858247
248,1000,1785765066046844186,1785765066426807387,379.961328
