seq,size,send_ts_ns,recv_ts_ns,rtt_ms
121,1000,1785811826150071317,1785811826185264336,35.190609
122,1000,1785811826250069415,1785811826285307976,35.236189
123,1000,1785811826350062834,1785811826405357418,55.292585
124,1000,1785811826450055130,1785811826484893517,34.835939
125,1000,1785811826550068911,1785811826584932328,34.860981
126,1000,1785811826650069801,1785811826684976986,34.904880
127,1000,1785811826750076366,1785811826785006098,34.927343
128,1000,1785811826850069588,1785811826885024978,34.953078
129,1000,1785811826950080418,1785811826985104619,35.021805
130,1000,1785811827050069619,1785811827085136201,35.064273
131,1000,1785811827150070788,1785811827185177658,35.104606
132,1000,1785811827250069588,1785811827285233063,35.161057
133,1000,1785811827350075959,1785811827385260558,35.182427
134,1000,1785811827450071235,1785811827485310175,35.236407
135,1000,1785811827550070226,1785811827585358376,35.285747
136,1000,1785811827650069783,1785811827694896624,44.824601
137,1000,1785811827750064366,1785811827784925336,34.858528
138,1000,1785811827850069827,1785811827894961852,44.889608
139,1000,1785811827950064971,1785811827985019272,34.951718
140,1000,1785811828050069880,1785811828105057561,54.985307
141,1000,1785811828150056593,1785811828195103839,45.044769
142,1000,1785811828250065433,1785811828295143981,45.076125
143,1000,1785811828350059208,1785811828395175346,45.113897
144,1000,1785811828450035569,1785811828501167112,51.129440
145,1000,1785811828550056623,1785811828585243416,35.184353
146,1000,1785811828650069477,1785811828701164472,51.092547
147,1000,1785811828750057464,1785811828795364384,45.304501
148,1000,1785811828850058317,1785811828884870209,34.809581
149,1000,1785811828950071469,1785811828984910894,34.837056
150,1000,1785811829050076306,1785811829094977033,44.898392
151,1000,1785811829150061044,1785811829185005603,34.942125
152,1000,1785811829250069931,1785811829295051271,44.978947
153,1000,1785811829350058625,1785811829385077407,35.016381
154,1000,1785811829450072398,1785811829485110705,35.035908
155,1000,1785811829550068017,1785811829585183209,35.112865
156,1000,1785811829650072327,1785811829725230001,75.155218
157,1000,1785811829750056749,1785811829785243491,35.184276
158,1000,1785811829850072585,1785811829901166293,51.091375
159,1000,1785811829950055655,1785811829985326553,35.268434
160,1000,1785811830050069988,1785811830084860901,34.788513
161,1000,1785811830150069939,1785811830184906566,34.834280
162,1000,1785811830250069855,1785811830284944073,34.871796
163,1000,1785811830350067957,1785811830384988163,34.917825
164,1000,1785811830450071748,1785811830485027394,34.953257
