1785741824.943918,1,32,0801060101000000000100000161420024222b4001f80f000400000000000000
1785741824.963919,1,32,0801080101000000000100000161420024222b4001f80f000400000000000000
1785741824.983919,1,32,08010a0101000000000100000161420024222b4001f80f000400000000000000
1785741825.003919,1,32,08010c0101000000000100000161420024222b0001f80f000400000000000000
1785741825.023918,1,32,08010e0101000000000100000161420024222b0001f80f000400000000000000
1785741825.043918,1,32,0801100101000000000100000161420024222b0001f80f000400000000000000
1785741825.063918,1,32,0801120101000000000100000161420024222b0001f80f000400000000000000
1785741825.083918,1,32,0801140101000000000100000161420024222b0001f80f000400000000000000
1785741825.103918,1,32,0801160101000000000100000161420024222b0001f80f000400000000000000
1785741825.123918,1,32,0801180101000000000100000161420024222b0001f80f000400000000000000
1785741825.143918,1,32,08011a0101000000000100000161420024222b0001f80f000400000000000000
1785741825.163918,1,32,08011c0101000000000100000161420024222b0001f80f000400000000000000
1785741825.183918,1,32,08011e0101000000000100000161420024222b0001f80f000400000000000000
1785741825.203918,1,32,0801200101000000000100000161420024222b4001f80f000400000000000000
1785741825.223917,1,32,0801220101000000000100000161420024222b4001f80f000400000000000000
1785741825.243918,1,32,0801240101000000000100000161420024222b4001f80f000400000000000000
1785741825.263918,1,32,0801260101000000000100000161420024222b0001f80f000400000000000000
1785741825.283918,1,32,0801280101000000000100000161420024222b0001f80f000400000000000000
1785741825.303918,1,32,08012a0101000000000100000161420024222b0001f80f000400000000000000
1785741825.323918,1,32,08012c0101000000000100000161420024222b0001f80f000400000000000000
1785741825.343917,1,32,08012e0101000000000100000161420024222b0001f80f000400000000000000
1785741825.363918,1,32,0801300101000000000100000161420024222b0001f80f000400000000000000
1785741825.375608,1,32,0801310101000000000100000161420042e0040001f80f080100000000000000
1785741825.383918,2,84,070132010100000080000000c00142000d0211000140520000000000181168018408e011040000000f400d46e2b014000000000008f13201010000000001000001e1420024222b0001f80f800400000000000000
1785741825.391792,1,32,0701330101000000000100000101420012e002da01f82f000200000000000000
